department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
Sales & Marketing,region_2,Master & above,m,sourcing,5,54,2,7,0,0,48,N
Sales & Marketing,region_7,Bachelors,f,other,1,29,1,6,0,0,48,N
Operations,region_19,Bachelors,m,sourcing,1,26,4,4,1,0,60,N
Operations,region_13,Bachelors,m,other,1,32,2,7,1,0,59,N
Sales & Marketing,region_13,Bachelors,f,sourcing,2,39,3,6,0,0,48,N
Operations,region_16,Bachelors,f,other,1,35,3,7,0,0,58,N
Sales & Marketing,region_28,Bachelors,m,sourcing,1,36,3,3,1,0,45,N
Technology,region_23,Bachelors,m,sourcing,1,27,4,4,1,0,96,Y
Sales & Marketing,region_7,Master & above,m,other,1,57,1,30,0,0,46,N
Operations,region_22,Master & above,m,other,1,34,5,7,1,0,59,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,38,4,10,1,0,50,N
Technology,region_10,Bachelors,f,other,1,29,3,3,0,0,82,Y
Operations,region_13,Master & above,m,sourcing,1,34,4,10,0,0,60,N
Sales & Marketing,region_4,Bachelors,m,sourcing,1,31,3,2,0,0,47,N
Sales & Marketing,region_2,Bachelors,f,other,1,41,4,6,0,0,45,N
Operations,region_32,Bachelors,f,other,1,27,5,3,0,0,53,N
Finance,region_29,Bachelors,m,other,1,30,1,6,0,0,61,N
Sales & Marketing,region_15,Master & above,m,sourcing,1,38,3,3,0,0,51,N
Operations,region_7,Bachelors,f,other,1,38,4,6,1,0,63,N
Analytics,region_23,Bachelors,m,sourcing,1,35,5,3,1,0,87,N
Procurement,region_27,Master & above,m,other,1,41,5,3,0,0,71,N
Sales & Marketing,region_4,Bachelors,m,other,1,54,5,13,0,0,54,N
Operations,region_22,Master & above,m,other,2,46,5,8,1,0,61,Y
Analytics,region_22,Master & above,m,sourcing,1,30,1,4,0,0,82,N
Legal,region_22,Bachelors,m,sourcing,1,30,1,5,0,0,64,N
Finance,region_14,Master & above,m,sourcing,1,34,5,7,1,0,58,N
Procurement,region_22,Bachelors,m,other,2,28,3,2,0,0,73,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,44,4,2,0,0,49,N
Analytics,region_14,Bachelors,m,other,1,33,5,6,1,1,79,N
Sales & Marketing,region_7,Master & above,f,sourcing,1,39,4,10,0,0,49,N
Sales & Marketing,region_2,Master & above,m,other,1,51,5,20,1,0,50,N
Procurement,region_2,Master & above,m,other,4,45,3,15,0,0,73,N
Technology,region_7,Master & above,f,sourcing,1,32,1,3,1,0,80,N
Operations,region_31,Master & above,m,sourcing,1,32,3,4,0,0,58,N
Technology,region_19,Bachelors,m,other,1,32,3,4,0,0,74,N
Finance,region_2,Master & above,m,sourcing,2,41,1,13,0,0,59,N
Legal,region_5,Bachelors,m,other,1,29,4,5,1,0,59,N
Analytics,region_7,Bachelors,m,other,1,28,3,2,0,0,86,N
Procurement,region_7,Bachelors,f,sourcing,2,30,3,7,0,0,69,N
Operations,region_22,Bachelors,f,other,1,25,5,3,1,0,59,N
Technology,region_7,Bachelors,m,other,1,32,3,3,0,0,81,N
Sales & Marketing,region_1,Bachelors,m,other,1,31,3,7,0,0,49,N
Operations,region_7,Bachelors,m,other,2,51,5,19,1,0,61,N
Operations,region_4,Bachelors,m,sourcing,2,40,4,6,1,0,60,N
Technology,region_17,Master & above,f,sourcing,1,33,4,7,0,0,80,N
Operations,region_2,Bachelors,f,other,1,35,5,6,1,0,56,Y
Sales & Marketing,region_7,Bachelors,m,other,1,34,3,9,1,0,52,N
Sales & Marketing,region_2,Master & above,m,other,1,45,1,3,1,0,47,N
Sales & Marketing,region_2,Bachelors,m,other,1,29,2,3,0,0,47,N
Procurement,region_15,Master & above,f,other,1,31,5,7,0,0,70,N
Sales & Marketing,region_22,Bachelors,f,other,1,32,5,5,0,0,50,N
Technology,region_5,Master & above,m,sourcing,1,39,3,5,0,0,77,N
Legal,region_17,Bachelors,m,other,1,35,3,5,0,0,57,N
Operations,region_2,Bachelors,m,other,1,32,5,8,1,0,61,N
Technology,region_15,Master & above,m,other,1,33,1,9,0,0,78,N
R&D,region_7,Master & above,m,sourcing,1,34,3,9,0,0,87,N
Operations,region_22,Bachelors,m,sourcing,1,38,3,10,0,0,59,N
Sales & Marketing,region_28,Master & above,m,other,1,30,4,2,1,0,49,N
Procurement,region_14,Bachelors,m,sourcing,2,31,3,4,0,0,65,N
Sales & Marketing,region_7,Bachelors,f,other,1,33,4,7,0,0,51,N
Legal,region_4,Bachelors,m,other,1,30,5,4,1,0,59,N
Technology,region_16,Bachelors,m,sourcing,1,32,3,6,0,0,82,N
Procurement,region_7,Bachelors,m,sourcing,1,26,4,2,1,0,67,N
Sales & Marketing,region_19,Bachelors,m,other,1,41,3,15,0,0,49,N
Sales & Marketing,region_26,Bachelors,m,other,1,32,4,2,0,0,48,N
Operations,region_15,Bachelors,f,sourcing,1,30,4,9,1,0,62,N
Analytics,region_26,Bachelors,m,other,1,43,4,3,1,0,86,N
Operations,region_2,Bachelors,m,other,1,40,3,6,0,0,74,Y
HR,region_31,Bachelors,m,sourcing,1,26,1,2,0,0,51,N
Procurement,region_22,Bachelors,m,sourcing,2,30,4,3,1,0,69,N
HR,region_27,Bachelors,m,other,1,27,3,2,0,0,48,N
Operations,region_7,Master & above,f,sourcing,1,38,5,4,0,1,72,Y
Operations,region_19,Bachelors,m,sourcing,2,38,2,3,0,0,56,N
Sales & Marketing,region_13,Master & above,f,other,2,38,5,2,0,0,45,N
Sales & Marketing,region_28,Bachelors,f,sourcing,1,29,3,2,1,0,53,N
Sales & Marketing,region_7,Bachelors,m,sourcing,1,41,1,4,1,0,48,N
Procurement,region_13,Master & above,f,other,1,36,2,8,0,0,68,N
Operations,region_31,Master & above,m,other,1,50,3,17,0,0,63,N
Technology,region_4,Bachelors,m,other,1,27,1,4,0,0,81,N
Sales & Marketing,region_22,Bachelors,m,other,1,22,1,2,0,0,52,N
Technology,region_7,Master & above,m,other,2,31,3,4,0,0,76,N
HR,region_2,Bachelors,f,other,1,35,3,2,0,0,50,N
Operations,region_22,Bachelors,f,other,1,31,5,3,0,0,55,N
Legal,region_31,Bachelors,m,other,1,33,3,2,0,0,57,N
Procurement,region_28,Master & above,f,other,1,32,5,2,1,0,68,N
Analytics,region_20,Master & above,m,sourcing,1,38,5,12,0,0,88,N
HR,region_7,Bachelors,m,other,1,29,4,5,0,0,44,N
Analytics,region_5,Bachelors,m,sourcing,1,30,5,4,1,0,87,N
Operations,region_32,Bachelors,m,other,2,31,5,6,1,0,63,N
Analytics,region_30,Bachelors,m,sourcing,1,33,5,3,0,0,85,N
Sales & Marketing,region_11,Bachelors,m,other,1,32,5,9,1,0,48,N
Analytics,region_2,Bachelors,m,sourcing,1,35,5,3,1,0,84,N
Sales & Marketing,region_15,Bachelors,m,sourcing,1,31,3,2,0,0,46,N
Operations,region_22,Master & above,m,other,2,32,3,3,0,0,60,N
Technology,region_2,Bachelors,f,sourcing,1,45,3,16,0,0,81,N
Operations,region_26,Master & above,m,other,1,36,4,9,1,0,60,N
Technology,region_12,Bachelors,f,other,2,30,3,7,0,0,76,N
Technology,region_19,Bachelors,f,other,2,32,5,4,1,0,80,N
Technology,region_5,Master & above,m,other,2,37,4,7,0,0,76,N
Procurement,region_8,Bachelors,f,sourcing,1,29,1,6,1,0,69,N
Technology,region_11,Bachelors,f,sourcing,1,30,5,5,1,0,80,Y
Sales & Marketing,region_13,Bachelors,m,sourcing,1,33,3,2,1,0,48,N
Procurement,region_30,Master & above,m,sourcing,1,33,1,8,0,0,68,N
Finance,region_2,Bachelors,m,other,3,42,3,7,0,0,60,N
Operations,region_31,Master & above,m,other,1,36,3,5,0,0,61,N
Procurement,region_4,Bachelors,m,sourcing,2,33,3,6,0,0,68,N
Operations,region_7,Master & above,f,other,1,43,2,10,0,0,60,N
Technology,region_4,Bachelors,m,other,2,35,3,9,0,0,80,N
Operations,region_2,Bachelors,m,other,1,41,5,9,0,0,59,N
Technology,region_22,Bachelors,m,referred,1,31,5,4,1,0,80,N
Operations,region_16,Bachelors,m,other,1,35,2,5,0,0,58,N
Operations,region_22,Bachelors,m,other,1,29,5,4,1,0,58,N
Sales & Marketing,region_1,Bachelors,m,sourcing,1,27,5,2,1,0,51,N
Technology,region_13,Bachelors,m,sourcing,1,42,3,3,1,0,80,N
Operations,region_15,Master & above,m,other,1,53,5,8,0,0,63,N
Operations,region_15,Bachelors,m,sourcing,3,28,3,3,0,0,60,N
Sales & Marketing,region_13,Bachelors,f,other,1,32,5,6,0,0,49,N
Procurement,region_17,Master & above,f,sourcing,1,37,2,10,0,0,69,N
Operations,region_16,Master & above,m,sourcing,1,42,5,3,0,0,54,N
HR,region_29,Master & above,f,other,1,33,3,8,0,0,46,N
Procurement,region_31,Master & above,m,other,1,43,3,7,1,0,71,Y
Analytics,region_22,Bachelors,m,referred,2,30,5,2,1,0,87,N
Technology,region_25,Bachelors,f,sourcing,1,32,3,2,0,0,79,N
Operations,region_15,Bachelors,m,sourcing,2,34,3,9,1,0,61,Y
Operations,region_22,Master & above,f,referred,1,34,4,7,1,0,58,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,46,5,5,1,0,47,N
Sales & Marketing,region_16,Bachelors,m,other,1,39,4,8,0,0,50,N
Technology,region_30,Bachelors,m,sourcing,5,32,2,6,0,0,80,N
Sales & Marketing,region_4,Master & above,f,other,2,40,1,7,0,0,48,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,51,4,17,0,0,48,N
Finance,region_2,Master & above,m,other,1,55,3,14,0,0,59,N
Operations,region_2,Bachelors,f,sourcing,1,40,5,7,1,0,58,N
Technology,region_2,Bachelors,m,referred,2,29,5,3,1,0,82,N
Analytics,region_26,Master & above,m,sourcing,1,40,3,8,0,0,84,N
Analytics,region_2,Bachelors,m,sourcing,2,38,3,9,0,0,84,N
Analytics,region_23,Master & above,m,sourcing,1,36,3,8,1,0,83,N
Procurement,region_11,Bachelors,f,sourcing,1,29,3,8,1,0,70,N
Procurement,region_13,Master & above,f,other,1,36,3,10,0,0,72,N
Sales & Marketing,region_28,Master & above,m,other,1,33,5,7,0,0,52,N
R&D,region_26,Master & above,m,other,1,27,3,4,1,0,85,N
Technology,region_28,Master & above,m,other,1,31,3,4,0,0,82,N
Analytics,region_22,Bachelors,m,sourcing,1,35,3,9,1,0,83,N
Sales & Marketing,region_14,Bachelors,m,sourcing,1,32,4,5,0,0,52,N
Sales & Marketing,region_12,Bachelors,f,sourcing,1,27,4,4,1,0,61,Y
Technology,region_2,Master & above,f,other,1,60,3,31,0,0,80,N
Operations,region_7,Bachelors,m,other,1,26,5,5,1,0,59,N
Sales & Marketing,region_4,Bachelors,m,sourcing,1,28,3,4,0,0,49,N
Operations,region_32,Bachelors,m,sourcing,1,28,1,2,0,0,60,N
Operations,region_7,Bachelors,m,sourcing,1,24,3,2,1,0,57,N
Sales & Marketing,region_7,Master & above,m,other,1,43,4,3,1,0,49,N
HR,region_23,Bachelors,m,sourcing,1,28,3,6,0,0,46,N
Analytics,region_27,Bachelors,m,sourcing,2,28,2,1,1,0,83,N
Sales & Marketing,region_2,Bachelors,f,other,1,46,3,3,0,0,46,N
Procurement,region_16,Master & above,f,sourcing,1,38,3,3,0,0,69,N
Operations,region_2,Bachelors,f,sourcing,1,52,1,22,0,0,62,N
Operations,region_2,Master & above,m,sourcing,1,60,3,5,1,0,58,N
Operations,region_11,Bachelors,f,sourcing,2,35,3,3,0,0,56,N
Procurement,region_2,Bachelors,f,other,1,59,2,13,0,0,65,N
HR,region_27,Master & above,f,other,1,32,5,3,1,0,47,N
Operations,region_20,Bachelors,f,other,1,28,5,4,1,0,60,Y
Operations,region_2,Master & above,f,other,1,60,4,17,1,0,64,N
Sales & Marketing,region_11,Bachelors,m,other,1,37,1,7,0,0,51,N
Analytics,region_26,Bachelors,m,other,1,31,5,5,0,0,87,N
Analytics,region_22,Bachelors,m,other,1,26,5,2,1,0,82,Y
R&D,region_22,Bachelors,m,other,1,31,1,2,0,0,85,N
Sales & Marketing,region_22,Master & above,m,sourcing,1,29,2,8,0,0,53,N
Operations,region_13,Bachelors,f,other,1,38,4,8,1,0,58,N
Operations,region_13,Bachelors,f,sourcing,1,32,4,7,1,0,52,N
Analytics,region_30,Bachelors,m,other,1,30,5,3,1,0,86,N
Sales & Marketing,region_15,Master & above,m,other,4,42,2,4,1,0,50,N
Procurement,region_2,Bachelors,m,other,1,45,3,4,1,0,72,N
Operations,region_23,Bachelors,m,other,1,33,3,10,0,0,60,N
HR,region_2,Bachelors,f,other,1,28,3,4,0,0,60,Y
Operations,region_2,Master & above,m,other,1,34,2,7,0,0,63,N
Operations,region_22,Bachelors,f,sourcing,1,37,5,10,1,0,60,N
Operations,region_2,Bachelors,f,other,1,60,4,3,0,0,56,N
Procurement,region_22,Master & above,m,sourcing,1,38,3,4,0,1,78,Y
Sales & Marketing,region_15,Bachelors,m,sourcing,1,33,4,6,0,0,57,N
HR,region_2,Master & above,m,sourcing,1,40,4,8,0,0,48,N
Technology,region_13,Bachelors,m,sourcing,2,32,3,5,0,0,78,N
Sales & Marketing,region_28,Bachelors,m,other,1,41,3,7,0,0,57,N
Operations,region_13,Master & above,f,sourcing,1,38,3,5,0,0,60,N
Sales & Marketing,region_4,Bachelors,m,other,1,33,5,3,1,0,54,N
Technology,region_31,Bachelors,m,other,1,27,3,4,0,0,77,N
Sales & Marketing,region_31,Bachelors,m,other,1,27,2,5,0,0,50,N
Operations,region_2,Bachelors,m,other,1,57,3,13,0,0,59,N
Sales & Marketing,region_11,Bachelors,m,sourcing,1,35,5,3,0,0,49,N
Operations,region_27,Bachelors,m,other,1,32,5,6,1,0,60,N
Operations,region_7,Bachelors,f,other,1,32,4,2,1,0,60,Y
Sales & Marketing,region_13,Bachelors,f,sourcing,1,27,2,2,0,0,51,N
Finance,region_26,Bachelors,m,other,1,37,4,3,0,0,58,N
Sales & Marketing,region_16,Bachelors,m,other,1,32,3,7,0,0,56,N
Operations,region_4,Master & above,m,other,1,33,5,6,0,0,63,N
Finance,region_19,Bachelors,m,sourcing,1,35,4,7,0,0,59,N
Procurement,region_30,Bachelors,f,other,1,36,5,5,1,0,69,N
Operations,region_27,Bachelors,f,other,1,26,1,3,0,0,59,N
Operations,region_2,Bachelors,m,other,1,60,2,16,0,0,58,N
Sales & Marketing,region_9,Bachelors,m,other,3,26,3,3,0,0,48,N
Procurement,region_2,Bachelors,f,sourcing,6,29,3,2,0,0,67,N
Sales & Marketing,region_16,Bachelors,m,sourcing,1,38,5,8,0,0,57,N
Sales & Marketing,region_13,Bachelors,m,sourcing,1,44,3,16,0,0,42,N
Analytics,region_31,Bachelors,m,other,1,37,3,3,0,0,81,N
Sales & Marketing,region_1,Bachelors,m,sourcing,1,35,4,3,1,0,52,N
Procurement,region_7,Master & above,m,other,6,40,3,12,0,0,74,N
HR,region_2,Master & above,f,other,1,54,3,19,0,0,49,N
Sales & Marketing,region_28,Bachelors,m,sourcing,1,30,1,2,1,0,46,N
Operations,region_22,Bachelors,f,other,1,33,4,8,1,0,61,N
Procurement,region_2,Bachelors,m,other,1,29,5,3,1,0,72,N
Finance,region_13,Bachelors,m,sourcing,1,27,5,2,0,0,74,Y
Analytics,region_22,Bachelors,f,sourcing,1,28,5,5,1,0,87,N
Sales & Marketing,region_17,Master & above,m,sourcing,1,39,3,4,0,0,51,N
Procurement,region_13,Bachelors,m,sourcing,1,31,3,3,0,0,67,N
Operations,region_14,Master & above,m,other,1,36,4,2,0,0,56,N
Operations,region_22,Master & above,m,sourcing,1,32,3,5,1,0,63,N
Operations,region_22,Bachelors,m,other,2,28,4,2,1,1,62,N
Sales & Marketing,region_22,Master & above,m,other,2,46,1,15,0,0,51,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,36,1,2,0,0,48,N
Finance,region_7,Bachelors,f,sourcing,1,29,5,6,1,0,90,Y
Procurement,region_22,Master & above,f,sourcing,1,32,5,6,0,0,64,N
Analytics,region_2,Master & above,m,other,1,40,2,11,0,0,82,N
Sales & Marketing,region_32,Bachelors,m,sourcing,1,27,1,5,1,1,49,N
Finance,region_7,Master & above,m,sourcing,3,34,5,5,0,0,61,N
Procurement,region_15,Bachelors,m,other,1,28,3,7,0,0,68,N
Procurement,region_22,Bachelors,m,other,1,34,4,5,0,0,70,N
Analytics,region_2,Bachelors,m,other,1,42,3,11,0,0,82,N
Technology,region_24,Bachelors,f,other,2,27,3,2,0,0,79,N
Operations,region_7,Bachelors,m,other,1,25,4,2,0,0,62,N
Legal,region_26,Bachelors,m,other,1,33,2,5,1,0,53,N
R&D,region_26,Master & above,m,other,4,29,1,4,0,0,87,N
Sales & Marketing,region_22,Bachelors,m,other,2,25,1,4,0,0,51,N
Operations,region_15,Master & above,m,referred,1,36,3,4,0,0,61,N
Analytics,region_2,Bachelors,m,other,1,41,5,3,0,0,83,N
Operations,region_22,Bachelors,f,other,2,27,5,2,1,0,61,N
Procurement,region_5,Master & above,f,other,1,37,3,7,0,0,66,N
Finance,region_29,Bachelors,m,sourcing,2,28,3,3,0,0,58,N
Sales & Marketing,region_16,Master & above,m,sourcing,2,31,1,6,0,0,52,N
Technology,region_15,Bachelors,f,other,1,33,2,3,0,0,82,N
Procurement,region_13,Bachelors,m,other,2,28,5,4,1,0,71,N
Sales & Marketing,region_32,Bachelors,m,other,1,30,4,5,0,0,51,N
Sales & Marketing,region_4,Master & above,m,sourcing,2,46,3,10,0,0,53,N
Analytics,region_22,Bachelors,m,other,2,28,5,5,1,0,87,N
Operations,region_4,Bachelors,m,other,1,37,5,10,1,0,64,N
Operations,region_32,Bachelors,f,sourcing,1,33,2,5,0,0,59,N
Procurement,region_2,Bachelors,f,other,1,36,3,8,1,0,70,Y
Sales & Marketing,region_6,Bachelors,f,other,1,31,5,9,0,0,46,N
Procurement,region_19,Master & above,m,other,1,43,1,8,0,0,72,N
Technology,region_27,Bachelors,m,sourcing,1,36,3,5,0,0,81,N
Procurement,region_22,Bachelors,m,other,1,29,3,2,0,0,69,N
Operations,region_2,Bachelors,f,sourcing,1,51,3,11,1,0,58,Y
Sales & Marketing,region_23,Master & above,f,other,1,36,5,4,1,0,48,N
Analytics,region_2,Bachelors,m,other,1,38,2,7,0,0,84,N
Procurement,region_15,Master & above,m,other,2,39,3,5,0,0,70,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,40,4,3,1,0,50,Y
Operations,region_22,Master & above,f,referred,1,34,3,7,1,0,61,N
Procurement,region_14,Bachelors,m,other,1,31,3,2,0,1,68,N
Analytics,region_10,Bachelors,m,sourcing,1,30,3,5,0,0,82,N
Technology,region_2,Master & above,f,referred,1,33,3,2,0,0,80,Y
Sales & Marketing,region_22,Master & above,m,other,1,39,5,3,1,0,47,N
Sales & Marketing,region_2,Bachelors,m,other,1,30,3,5,0,0,47,N
R&D,region_8,Bachelors,m,other,1,27,3,4,1,0,87,N
Sales & Marketing,region_27,Bachelors,f,sourcing,1,26,3,4,0,0,47,N
Sales & Marketing,region_15,Bachelors,f,sourcing,1,33,4,2,0,0,49,N
Operations,region_27,Bachelors,f,other,1,32,3,3,0,0,55,N
Sales & Marketing,region_16,Bachelors,m,sourcing,3,29,1,6,0,0,48,N
Sales & Marketing,region_2,Bachelors,m,other,1,44,5,6,0,0,52,N
Procurement,region_2,Master & above,f,other,1,57,5,15,1,0,71,N
Sales & Marketing,region_2,Bachelors,m,other,3,59,3,10,0,0,53,N
HR,region_22,Master & above,m,sourcing,2,40,5,5,0,0,49,N
Sales & Marketing,region_16,Bachelors,m,sourcing,1,32,3,3,0,1,62,Y
Sales & Marketing,region_18,Bachelors,m,sourcing,1,34,3,4,0,0,54,N
Procurement,region_13,Master & above,m,sourcing,1,33,3,4,0,0,69,N
Finance,region_4,Master & above,f,other,2,34,3,2,1,0,59,N
Technology,region_2,Master & above,m,other,4,43,1,12,0,0,75,N
Analytics,region_22,Bachelors,m,other,3,27,3,1,0,0,84,N
Operations,region_11,Master & above,f,sourcing,1,38,4,3,0,0,57,N
R&D,region_4,Master & above,m,other,1,43,5,4,1,0,85,N
Operations,region_13,Bachelors,f,sourcing,1,38,3,7,0,0,57,N
Sales & Marketing,region_2,Bachelors,f,other,1,43,3,13,0,0,57,N
Sales & Marketing,region_22,Bachelors,m,sourcing,2,38,1,3,1,0,44,N
Analytics,region_11,Bachelors,m,other,2,38,5,7,1,0,88,N
Operations,region_15,Bachelors,m,sourcing,2,32,5,6,0,0,60,N
Analytics,region_29,Bachelors,m,sourcing,1,32,5,7,0,0,85,N
Operations,region_10,Master & above,m,other,1,48,5,8,1,0,57,N
Legal,region_11,Bachelors,m,other,1,32,3,5,1,0,60,N
Finance,region_2,Bachelors,f,sourcing,1,36,4,10,0,0,60,N
Analytics,region_2,Bachelors,m,sourcing,1,38,5,7,1,0,87,N
Sales & Marketing,region_30,Bachelors,m,other,1,27,1,3,1,0,54,N
Analytics,region_24,Bachelors,m,sourcing,1,28,5,4,0,0,85,N
Technology,region_19,Bachelors,m,other,1,41,3,6,1,0,85,Y
Sales & Marketing,region_2,Bachelors,f,other,1,30,5,6,1,0,52,N
Technology,region_1,Bachelors,m,sourcing,1,29,2,7,0,0,83,N
Analytics,region_29,Bachelors,m,sourcing,1,31,5,7,1,0,90,N
Sales & Marketing,region_31,Bachelors,m,other,1,31,5,5,0,0,50,N
Sales & Marketing,region_2,Master & above,m,other,2,42,5,16,0,0,48,N
Procurement,region_17,Bachelors,f,other,1,36,4,4,0,0,71,N
Analytics,region_31,Bachelors,m,other,1,28,4,3,0,1,84,Y
Technology,region_20,Master & above,f,other,1,31,1,4,0,0,81,N
Finance,region_2,Bachelors,m,other,2,39,5,8,0,0,60,N
Technology,region_2,Master & above,m,other,2,60,4,3,0,0,80,N
Analytics,region_17,Bachelors,m,sourcing,2,27,3,3,0,0,87,N
Sales & Marketing,region_11,Bachelors,m,other,1,45,3,4,0,0,48,N
Operations,region_6,Bachelors,m,sourcing,1,34,5,9,0,0,55,N
HR,region_2,Bachelors,f,sourcing,1,48,3,3,0,0,52,N
Operations,region_25,Bachelors,f,other,1,29,3,3,1,0,58,N
Analytics,region_32,Bachelors,m,other,2,30,3,5,1,0,84,N
Technology,region_2,Master & above,m,sourcing,1,60,5,9,1,0,81,N
Technology,region_2,Bachelors,m,sourcing,1,48,3,8,0,0,80,N
Operations,region_11,Bachelors,m,sourcing,1,31,3,7,1,0,58,N
Technology,region_5,Bachelors,f,sourcing,1,35,4,5,0,0,78,N
HR,region_26,Bachelors,m,sourcing,1,29,3,5,0,0,53,N
Sales & Marketing,region_7,Bachelors,m,other,1,27,3,4,0,0,51,N
Procurement,region_30,Bachelors,m,other,3,35,4,6,1,0,75,N
Operations,region_7,Master & above,f,other,1,46,4,6,0,0,61,N
Finance,region_20,Bachelors,m,other,2,29,3,3,1,0,60,N
Technology,region_26,Bachelors,m,sourcing,1,31,3,5,0,0,85,N
Sales & Marketing,region_2,Master & above,f,sourcing,1,49,5,21,1,0,49,N
Operations,region_22,Bachelors,m,other,1,40,5,2,1,0,61,N
Analytics,region_29,Bachelors,m,other,1,29,1,4,0,0,88,N
Sales & Marketing,region_19,Bachelors,m,other,2,32,2,3,1,0,49,N
Finance,region_11,Bachelors,m,sourcing,1,36,5,5,1,0,55,N
Operations,region_22,Bachelors,m,other,2,34,1,7,0,0,62,N
HR,region_31,Bachelors,f,sourcing,1,27,3,1,1,1,45,N
HR,region_27,Bachelors,f,other,1,30,2,6,0,0,45,N
Legal,region_22,Bachelors,m,sourcing,1,31,2,2,0,0,60,N
Technology,region_26,Master & above,m,sourcing,1,50,4,5,1,0,81,N
Finance,region_22,Bachelors,m,sourcing,2,29,5,3,1,0,65,N
Technology,region_2,Bachelors,f,sourcing,1,37,3,7,0,0,81,N
Operations,region_19,Master & above,f,other,1,44,2,10,0,0,60,N
Operations,region_22,Master & above,m,other,2,32,5,5,1,0,60,N
Finance,region_7,Master & above,f,other,1,33,3,3,0,0,58,N
Analytics,region_1,Master & above,m,other,1,31,3,4,0,0,85,N
Technology,region_23,Bachelors,f,other,1,29,3,5,1,0,83,N
Sales & Marketing,region_13,Bachelors,f,other,1,31,4,2,0,0,51,N
Sales & Marketing,region_2,Bachelors,m,other,2,34,3,8,1,0,49,N
Technology,region_15,Bachelors,m,other,1,48,3,15,1,0,83,N
Finance,region_31,Bachelors,m,sourcing,1,27,3,4,1,0,58,Y
Sales & Marketing,region_4,Master & above,f,sourcing,1,37,1,2,0,0,52,N
Analytics,region_22,Bachelors,f,sourcing,1,26,2,3,0,0,88,Y
Sales & Marketing,region_22,Master & above,m,sourcing,1,38,4,7,0,0,48,N
Sales & Marketing,region_2,Bachelors,f,other,2,28,4,7,0,0,52,N
Operations,region_16,Bachelors,m,sourcing,1,30,2,6,1,0,60,N
Operations,region_15,Master & above,f,sourcing,1,47,4,4,1,0,59,N
Technology,region_2,Bachelors,m,referred,1,30,3,3,0,0,76,N
Sales & Marketing,region_26,Bachelors,m,other,1,32,5,5,1,0,46,N
Sales & Marketing,region_22,Bachelors,m,sourcing,1,31,2,4,0,0,51,N
Technology,region_31,Bachelors,m,sourcing,1,38,3,10,0,0,81,N
Procurement,region_2,Bachelors,f,other,2,47,5,5,1,0,72,N
Technology,region_16,Master & above,m,other,1,44,5,11,0,0,86,N
Sales & Marketing,region_19,Bachelors,m,other,1,34,4,10,0,0,47,N
Sales & Marketing,region_4,Bachelors,m,sourcing,1,39,3,10,0,0,51,N
Operations,region_2,Master & above,m,other,1,41,3,6,0,0,56,N
Finance,region_7,Bachelors,m,sourcing,1,36,3,4,1,0,58,N
Operations,region_4,Master & above,f,other,2,35,3,3,0,0,56,N
HR,region_2,Below Secondary,m,sourcing,1,22,3,2,1,0,47,Y
Sales & Marketing,region_28,Master & above,m,sourcing,1,32,4,4,0,0,50,N
Operations,region_6,Bachelors,m,sourcing,1,34,2,7,1,1,63,N
Operations,region_2,Bachelors,m,other,1,37,3,10,0,1,76,Y
Finance,region_2,Bachelors,m,other,2,26,3,3,1,0,59,N
Procurement,region_2,Bachelors,f,other,1,26,5,3,0,0,69,N
Operations,region_2,Master & above,m,other,1,32,3,8,0,0,56,N
